Название,Цена,Адрес,Дата публикации,Продавец,Тип продавца,ID объявления,Количество комнат,Общая площадь,Жилая площадь,Площадь кухни,Этаж,Этажей в доме,Высота потолков,Санузел,Балкон или лоджия,Окна,Ремонт,Тёплый пол,Мебель,Техника,Отделка,Тип дома,Год постройки,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Название новостройки,"Корпус, строение",Вид сделки,Способ продажи,Тип участия,Срок сдачи,Дополнительно,Геолокация,Ссылка
"1-к. квартира, 46,8 м², 16/46 эт.",40060800,"ул. Демьяна Бедного, вл. 24",28 апреля 17:49,КРОСТ,КРОСТ,4470633393,1,8,16.5 м²,15 м²,16,46,,,"ы и открытые павильоны-бельведеры, украшенные гризайлью, обелисками и изысканными вазами.

Современные технологии",,,,,,без отделки,монолитный,,,,"ы с зонами для отдыха и детскими площадками, а также паркинги для автомобилей.

- Близость к образовательным учреждениям, медицинским учреждениям и торговым центрам, что делает",,Высотка на Жукова,,прямая продажа,,ДДУ по ФЗ 214,Сдача в 4 кв. 2028,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.48603000,55.78402000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_468_m_1646_et._4470633393
"1-к. квартира, 34,4 м², 25/30 эт.",11780000,"Москва, Корабельная ул., 5А",27 апреля 18:40,Брусника - Квартал Герцена,Брусника - Квартал Герцена,7350925209,1,4,,,25,30,,,,,,,,,Квартиру,,,,,,,"Расскажем больше о квартире и ЖК. Ответим на вопросы, подтвердим наличие и цену.",,прямая продажа,,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.",,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_344_m_2530_et._7350925209
"1-к. квартира, 41 м², 4/16 эт.",14100000,"Москва, Дубнинская ул., 43, Селигерская",2 мая 10:58,Городское Бюро Недвижимости,Городское Бюро Недвижимости,4905811446,1,41,,,4,16,,,балкон,,,,,,дизайнерский ремонт,,,,,,,Жк Пехра,,прямая продажа,,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.",,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_41_m_416_et._4905811446
"1-к. квартира, 42,3 м², 16/26 эт.",21942227,"Нагатинская пойма, з/у 2",28 апреля 21:44,Dream Riva,Dream Riva,4730685662,1,3,,,16,26,3,,,,,,,,без отделки,монолитный,,,,"Подъезд
Транспортная доступность
Узнать больше о ЖК
Ипотека со скидкой на Авито
Стоимость жилья
Первый взнос
Срок ипотеки
Одна заявка в несколько банков
Банк ДОМ.РФ
22",,ЖК «Dream Riva»,Копрус 3 (3 этап),возможна ипотека,,ДДУ по ФЗ 214,Сдача в 3 кв. 2027,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.68365000,55.69325000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_423_m_1626_et._4730685662
"1-к. квартира, 48,5 м², 11/13 эт.",23563361,"Очаковское ш., 1 этап, стр. 5.2",1 мая 21:08,Среда,Среда,4531250599,1,5,33 м²,5.2 м²,11,13,2.9 м,,,Высота потолков,,,,,предчистовая,монолитный,,,,"закрытая территория, детская площадка, спортивная площадка",подземная,ЖК «Среда на Лобачевского»,"1 этап, Корп. 5.2",прямая продажа,,ДДУ по ФЗ 214,Сдача в 2 кв. 2027,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.45903000,55.69113000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_485_m_1113_et._4531250599
"1-к. квартира, 38,7 м², 10/22 эт.",12400000,"Москва, ул. Главмосстроя, 7, Говорово",9 мая 20:28,Татьяна,Татьяна,7290250449,1,7,,,10,22,,,,,,,,,дизайнерский ремонт,,,,,,,Жк Город Звёзд,,прямая продажа,,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.",,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_387_m_1022_et._7290250449
"1-к. квартира, 48,4 м², 8/46 эт.",28262754,"проезд 3-й Силикатный, д. 10",24 апреля 08:56,MR Group,MR Group,7370868172,1,4,14.5 м²,15.9 м²,8,46,3.2 м,совмещенный,лоджия,"во двор, на улицу",,,,,предчистовая,монолитный,,1,,", на улицу
Отделка",подземная,ЖК «JOIS»,"Этап 1, Корпус 1 (ANNA)",прямая продажа,,ДДУ по ФЗ 214,Сдача в 4 кв. 2027,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.50737000,55.77342000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_484_m_847_et._7370868172
"1-к. квартира, 49,1 м², 10/24 эт.",24780770,"ш. Ленинградское, з/у 57/4/1",30 апреля 15:08,Мангазея,Мангазея,7359143386,1,1,,,10,24,3 м,,,,,,,,без отделки,монолитно-кирпичный,"""Maнгaзея нa Рeчнoм"" этo тeрpитopия в 14 гeктaр, пpимыкающaя к набepежнoй, пaрку и иcтoричecкому зданию Севeрнoго peчногo вокзaла. В рамках проекта вдоль набережной будет построено три линии жилых домов разной высотности. Каждое здание обладает своим характером и индивидуальностью, при этом вместе они формируют ощущение единой курортной городской среды.",,,"закрытая территория, детская площадка, спортивная площадка",подземная,ЖК «Мангазея на Речном»,Корпус 8.2,возможна ипотека,договор долевого участия,ДДУ по ФЗ 214,Сдача в 3 кв. 2027,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.46469000,55.85876000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_491_m_1024_et._7359143386
"1-к. квартира, 36,2 м², 10/22 эт.",15178400,"Москва, Дегунинская ул., 10к1",7 мая 14:46,Городская Недвижимость,Городская Недвижимость,7355042151,1,2,15.9 м²,10.5 м²,10,22,,совмещенный,,во двор,дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина","Год постройки, расположение, ремонт и",монолитный,2019,2,1,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",Жк Пехра,,возможна ипотека,альтернативная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.53755078,55.86584257",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_362_m_1022_et._7355042151
"1-к. квартира, 49,6 м², 15/23 эт.",27004160,"пр-т Мира, ЖК «Мира»",20 апреля 16:47,MR Group МИRA,MR Group МИRA,7273111021,1,6,32.8 м²,,15,23,3.3 м,,,"ми, системой",,,есть,,без отделки,монолитно-кирпичный,,,,"детская площадка, спортивная площадка",,МИRA,,прямая продажа,,ДДУ по ФЗ 214,Сдача в 2 кв. 2027,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.65187000,55.82839000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_496_m_1523_et._7273111021
"1-к. квартира, 36,5 м², 5/9 эт.",10500000,"Москва, пр. Якушкина, 5, Отрадное",21 апреля 17:56,Пользователь,Пользователь,7351531591,1,5,,,5,9,,,,,ремонта,,,,дизайнерский ремонт,,,,,,есть,Жк Город Звёзд,,прямая продажа,,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.",,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_365_m_59_et._7351531591
"1-к. квартира, 35,8 м², 2/24 эт.",20283072,"пр-т Мира, ЖК «Мира»",20 апреля 16:47,MR Group МИRA,MR Group МИRA,7273533747,1,8,21.8 м²,,2,24,3.3 м,,,"ми, системой",,,есть,,без отделки,монолитно-кирпичный,,,,"детская площадка, спортивная площадка",,МИRA,,прямая продажа,,ДДУ по ФЗ 214,Сдача в 2 кв. 2027,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.65187000,55.82839000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_358_m_224_et._7273533747
"1-к. квартира, 40,7 м², 8/13 эт.",20950200,"Москва, Корабельная ул., 5А",23 апреля 19:29,VarshavskayaLife,VarshavskayaLife,7326766783,1,7,,,8,13,,,,,,,,,дизайнерский ремонт,,,,,,,"Расскажем больше о квартире и ЖК. Ответим на вопросы, подтвердим наличие и цену.",,прямая продажа,,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.",,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_407_m_813_et._7326766783
"1-к. квартира, 37,7 м², 29/44 эт.",22268701,"ул. Маршала Бирюзова, стр. 1",16 апреля 13:11,Rakurs,Rakurs,4506568974,1,7,,,29,44,2.9 м,,,,,,,,предчистовая,монолитно-кирпичный,"RАКURS разместился в районе науки и окружен исследовательскими институтами и образовательными учреждениями, при этом на территории построена своя школа с уникальной концепцией. Расположенный на пересечении улиц Маршала Бирюзова и Берзарина, недалеко от станций метро «Октябрьское поле» и «Зорге», дом угождает транспортной доступностью автомобилистам и пешеходам. Инфраструктура же района создана с заботой о людях: здесь много парков, кафе и других уютных мест для отдыха.",,,"ах Rаkurs можно насладиться завтраком на террасе кафе, игрой с детьми или спортом на свежем воздухе.
В Rаkursе свой комьюнити-центр - многофункциональное пространство для работы, отдыха, общения и развития. Одна из важнейших частей центра",подземная,ЖК «RAKURS»,Корпус 2 (2 этап),возможна ипотека,,ДДУ по ФЗ 214,Сдача в 1 кв. 2028,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.49792000,55.78922000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_377_m_2944_et._4506568974
"1-к. квартира, 40 м², 5/5 эт.",14100000,"Москва, Первомайская ул., 46",,Юлия Чинарева,Юлия Чинарева,7344851290,1,40,20 м²,10 м²,5,5,2.7 м,раздельный,,во двор,косметический,,"кухня, хранение одежды","холодильник, стиральная машина","Год постройки, расположение, ремонт и",кирпичный,1954,,,"закрытая территория, детская площадка, спортивная площадка","открытая во дворе, за шлагбаумом во дворе",Жк Кедровый Лиски,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.78963470,55.79285812",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_55_et._7344851290
"1-к. квартира, 38,2 м², 9/11 эт.",20165780,"пр-д 2-й Павелецкий, вл. 4/6",Сегодня 16:39,FORMA,FORMA,7336079977,1,2,15.5 м²,16.2 м²,9,11,3 м,,"ами, террасами, мастер-спальнями и гардеробными. Высота потолков от 3,1 м. На последнем этаже пентхаусы с каминами и высотой потолков 3,6 м. Дизайнерское гранд-лобби для резидентов с фит-рум, коворкингом и общественной гостиной. Двухуровневый подземный паркинг и келлеры.
О застройщике
Группа компаний",,,,,,без отделки,монолитный,,,,ов,,ЖК «PAVE»,Корпус 4 (1 этап),прямая продажа,,ДДУ по ФЗ 214,Сдача в 4 кв. 2028,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.64242000,55.71211000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_382_m_911_et._7336079977
"1-к. квартира, 37,4 м², 21/30 эт.",20448487,"пр-т Волгоградский, вл. 32/5, корп. 2",12 апреля 13:07,Метрополия от MR GROUP,Метрополия от MR GROUP,4762564251,1,4,,,21,30,2.9 м,,,во двор,,,,,предчистовая,монолитно-кирпичный,,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,ЖК «Метрополия»,"2 очередь, (этап 1.2) Корпус 13",прямая продажа,,другое,Сдан 1 кв. 2024,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.69029000,55.71954000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_374_m_2130_et._4762564251
"1-к. квартира, 40,2 м², 34/49 эт.",20894805,"ул. Веткина, з/у 2/1",6 мая 15:36,ГК «КОРТРОС» - ЖК «ТАТЕ»(Тэйт),ГК «КОРТРОС» - ЖК «ТАТЕ»(Тэйт),3993093261,1,2,12.3 м²,,34,49,3.1 м,Вид,,,,,есть,,предчистовая,монолитный,,,,"детская площадка, спортивная площадка",,ЖК TATE (ТЭЙТ),Корпус А,прямая продажа,,ДДУ по ФЗ 214,Сдача в 2 кв. 2027,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.62078000,55.80229000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_402_m_3449_et._3993093261
"1-к. квартира, 40,7 м², 9/28 эт.",15805031,"пр-т Рязанский, стр. 1",1 мая 14:11,Группа Аквилон,Группа Аквилон,3746796934,1,7,11.7 м²,15.3 м²,9,28,2.8 м,,балкон,"во двор, на улицу",,,,,предчистовая,монолитно-кирпичный,,2,1,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе",ЖК «Аквилон Бисайд 2.0»,Корпус 1,прямая продажа,договор долевого участия,ДДУ по ФЗ 214,Сдача в 2 кв. 2027,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.74304000,55.72973000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_407_m_928_et._3746796934
"1-к. квартира, 31,9 м², 20/31 эт.",16307280,"ш. Открытое, д. 9",22 апреля 04:27,Мангазея,Мангазея,7332763885,1,9,,,20,31,3 м,,,"ми, интерьерами в теплой цветовой гамме и мягкой зоной ожидания располагаются в каждой башне",,,"ю.
О застройщике
Группа компаний",,без отделки,монолитный,,1,1,"закрытая территория, детская площадка","Узнать больше о ЖК
Ипотека со скидкой на Авито
Стоимость жилья
Первый взнос
Срок ипотеки
Одна заявка в несколько банков
Совкомбанк
5,99",ЖК «Мангазея в Богородском»,Корпус 3,возможна ипотека,договор долевого участия,ДДУ по ФЗ 214,Сдача в 2 кв. 2028,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.73644000,55.81577000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_319_m_2031_et._7332763885
"1-к. квартира, 42,4 м², 9/15 эт.",16000000,"Москва, жилой комплекс Шагал, 2-я очередь, к1.2",,Владис,Владис,4669594926,1,4,13.5 м²,17.2 м²,9,15,3 м,совмещенный,балкон,на улицу,требует ремонта,,,,дизайнерский ремонт,монолитно-кирпичный,2024,1,1,,подземная,Жк Пехра,"Московского института государственного управления и права РАНХиГС,
- Мос политех.

Набережная Марка Шагала идёт по берегу Москвы-реки к Новинскому затону. Это новая достопримечательность Москвы, часть набережной",возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.64449500,55.68668000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_424_m_915_et._4669594926
"1-к. квартира, 49,8 м², 9/18 эт.",71874000,"наб. Лужнецкая, д. 2/4, стр. С1",25 апреля 19:10,Absolute Premium,Absolute Premium,7286900657,1,8,11.3 м²,,9,18,,,,"- Просторная кухня-столовая

Клубный дом Нighlinе 1 Luzhniki Соllесtiоn",,,есть,,без отделки,монолитный,,,,,"Подъезд
Парки
Узнать больше о ЖК
Ипотека со скидкой на Авито
Стоимость жилья
Первый взнос
Срок ипотеки
Одна заявка в несколько банков
Т-Банк
28",Luzhniki Collection (Коллекция Лужники),Корпус С1,возможна ипотека,договор долевого участия,ДДУ по ФЗ 214,Сдача в 4 кв. 2026,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.57242000,55.71473000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_498_m_918_et._7286900657
"1-к. квартира, 45,3 м², 6/46 эт.",37697703,"пр-д Кутузовский, стр. 3",29 апреля 00:30,River Park Кутузовский,River Park Кутузовский,7283882792,1,3,29.6 м²,6 м²,6,46,,,,,,,есть,,предчистовая,монолитно-кирпичный,,,,е уникальная по насыщенности клубная инфраструктура - 5 Тоwеrs Сlub только для жителей,,ЖК «River Park Кутузовский»,Корпус 3 (Diamond),прямая продажа,,ДДУ по ФЗ 214,Сдача в 3 кв. 2027,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.52328000,55.74454000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_453_m_646_et._7283882792
"1-к. квартира, 47 м², 17/23 эт.",16270000,"25-26 км МКАД, корп. 1",20 апреля 22:39,Брусника - Квартал Герцена,Брусника - Квартал Герцена,7350043484,1,47,27.6 м²,5.1 м²,17,23,3.2 м,,"ами. На территории квартала будет построена поликлиника, детский сад на 350 мест и воспитательно-образовательный комплекс на 1075 мест, а также рестораны, клиники, магазины и салоны красоты.

Объявление от застройщика. Ипотека, материнский капитал.
Обмен",,,,,,предчистовая,монолитно-кирпичный,,,,"детская площадка, спортивная площадка",,ЖК «Квартал Герцена»,"Этап 1, Корпус 1",прямая продажа,,ДДУ по ФЗ 214,Сдача в 4 кв. 2026,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.70680000,55.58465000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_47_m_1723_et._7350043484
"1-к. квартира, 35,2 м², 14/59 эт.",15977420,"ул. Верейская, д. 29/32Б",,MR Group - ЖК «SET»,MR Group - ЖК «SET»,4223254348,1,2,19.7 м²,,14,59,2.9 м,,лоджия,"ми на три стороны света, мастер-спальнями и террасами, а также система",,,,,предчистовая,монолитный,,,,"детская площадка, спортивная площадка","на 50 мест.

Статусное окружение

В непосредственной близости расположены престижные учебные заведения, такие как лучшая бизнес-школа России",ЖК SET,Урбан-блок UB2,возможна ипотека,,ДДУ по ФЗ 214,Сдача в 3 кв. 2028,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.43617000,55.71002000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_352_m_1459_et._4223254348
"1-к. квартира, 37,4 м², 17/30 эт.",20345787,"пр-т Волгоградский, вл. 32/5, корп. 2",12 апреля 13:07,Метрополия от MR GROUP,Метрополия от MR GROUP,4763151738,1,4,,,17,30,2.9 м,,,во двор,,,,,предчистовая,монолитно-кирпичный,,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,ЖК «Метрополия»,"2 очередь, (этап 1.2) Корпус 13",прямая продажа,,другое,Сдан 1 кв. 2024,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.69029000,55.71954000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_374_m_1730_et._4763151738
"1-к. квартира, 43,5 м², 3/57 эт.",24214710,"3-й Хорошёвский проезд, д. 3А",1 мая 14:27,ГК ФСК,ГК ФСК,4624473282,1,5,14.2 м²,,3,57,3.1 м,,,"- больше воздуха и света.
- Ниша под стиральную машину - удобство и экономия пространства.
- Евроформат - просторное и удобное жилье с отличной планировкой.
- Гибкая планировка - создайте пространство по своему вкусу.
- Место для игры",,,есть,,предчистовая,монолитно-кирпичный,,,4,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе",ЖК «AMBER CITY»,Корпус 5,возможна ипотека,договор долевого участия,ДДУ по ФЗ 214,Сдача в 2 кв. 2028,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.53757000,55.77081000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_435_m_357_et._4624473282
"1-к. квартира, 40,6 м², 23/59 эт.",17303070,"ул. Верейская, д. 29/32Б",,MR Group - ЖК «SET»,MR Group - ЖК «SET»,4222587992,1,6,23.7 м²,,23,59,2.9 м,,лоджия,"ми на три стороны света, мастер-спальнями и террасами, а также система",,,,,предчистовая,монолитный,,,,"детская площадка, спортивная площадка","на 50 мест.

Статусное окружение

В непосредственной близости расположены престижные учебные заведения, такие как лучшая бизнес-школа России",ЖК SET,Урбан-блок UB2,возможна ипотека,,ДДУ по ФЗ 214,Сдача в 3 кв. 2028,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.43617000,55.71002000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_406_m_2359_et._4222587992
"1-к. квартира, 46,4 м², 21/28 эт.",22202400,"ул. Михалковская, вл. 50",3 мая 15:19,ГК Основа,ГК Основа,4335345018,1,4,14.8 м²,16 м²,21,28,,,"ы, система умный дом, современные высококачественные отделочные материалы и инженерные системы.
О застройщике
Группа компаний","и балконы, система умный дом, современные высококачественные отделочные материалы и инженерные системы.
О застройщике
Группа компаний",,,"ю для деловых и личных встреч, благоустроенный зеленый двор для спокойного отдыха, занятия спортом и активного досуга. А Sky Раtiо на крыше это место, где можно проводить время на улице, не покидая дом. Жители смогут здесь наслаждаться общением за чашечкой вкусного кофе, устраивать праздники, загорать, любоваться видами и вечерами устраивать просмотры ретро фильмов под открытым небом.

Функциональность и безопасность ЖК UNО.Головинские пруды полностью соответствуют стандартам бизнес-класса",,без отделки,монолитный,,,,"для спокойного отдыха, занятия спортом и активного досуга. А Sky Раtiо на крыше это место, где можно проводить время на улице, не покидая дом. Жители смогут здесь наслаждаться общением за чашечкой вкусного кофе, устраивать праздники, загорать, любоваться видами и вечерами устраивать просмотры ретро фильмов под открытым небом.

Функциональность и безопасность ЖК UNО.Головинские пруды полностью соответствуют стандартам бизнес-класса",есть,ЖК «UNO.Головинские пруды»,,прямая продажа,,другое,Сдан 2 кв. 2025,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.51231000,55.83898000",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_464_m_2128_et._4335345018
"1-к. квартира, 37,4 м², 19/22 эт.",9650000,"ул. Эдуарда Стрельцова, д. 2, корп. 2, Автозаводская",24 апреля 12:38,INGRAD Недвижимость,INGRAD Недвижимость,7334165946,1,4,,,19,22,,,,,,,,,дизайнерский ремонт,,,,,,,"Расскажем больше о квартире и ЖК. Ответим на вопросы, подтвердим наличие и цену.",,прямая продажа,,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.",,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_374_m_1922_et._7334165946
"1-к. квартира, 38,7 м², 5/22 эт.",10000000,"ул. Адмирала Макарова, з/у 2/16, Балтийская",24 апреля 12:38,INGRAD Недвижимость,INGRAD Недвижимость,7334326290,1,7,,,5,22,,,,,,,,,дизайнерский ремонт,,,,,,,"Расскажем больше о квартире и ЖК. Ответим на вопросы, подтвердим наличие и цену.",,прямая продажа,,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.",,https://www.avito.ru/moskva/kvartiry/1-k._kvartira_387_m_522_et._7334326290
"1-к. квартира, 33,5 м², 15/16 эт.",10000000,"Москва, Сиреневый б-р, 72",,Пользователь,Пользователь,7346932377,1,5,19.5 м²,9.6 м²,15,16,2.5 м,совмещенный,лоджия,"на улицу, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",дизайнерский ремонт,панельный,1985,1,1,"е
Узнать больше о доме
Ипотека со скидкой на Авито
Стоимость жилья
Первый взнос
Срок ипотеки
Одна заявка в несколько банков
Банк",открытая во дворе,Жк Город Звёзд,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.83619690,55.80282211",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_335_m_1516_et._7346932377
"1-к. квартира, 45,6 м², 4/16 эт.",28900000,"Москва, ул. Василия Ланового, 3",,Пользователь,Пользователь,4819294020,1,6,14.6 м²,20 м²,4,16,3.1 м,совмещенный,,во двор,евро,,кухня,"кондиционер, холодильник, посудомоечная машина","Год постройки, расположение, ремонт и",монолитный,2024,1,1,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",Жк Аура,,Продажа от собственника,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.47803879,55.69566345",https://www.avito.ru/moskva/kvartiry/1-k._kvartira_456_m_416_et._4819294020
"3-к. квартира, 90 м², 3/5 эт.",35000000,"Москва, Южнобутовская ул., 72к2",,Михаил,Михаил,7370222354,3,90,50 м²,13 м²,3,5,2.8 м,"совмещенный, раздельный",лоджия,"во двор, на улицу",дизайнерский,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина","Видовая квартира с прямым выходом в  парк. Ремонт в экостиле.3 изолированные комнаты. 2 санузла.Парковка. Полная стоимость. Свободная продажа.Если не беру телефон, пишите сообщение.",монолитный,2001,нет,1,"детская площадка, спортивная площадка",открытая во дворе,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.52075958,55.53635788",https://www.avito.ru/moskva/kvartiry/3-k._kvartira_90_m_35_et._7370222354
"3-к. квартира, 84,1 м², 41/41 эт.",55550000,"Москва, Шелепихинская наб., 34к5",,Пользователь,Пользователь,4611305084,3,1,47.1 м²,15 м²,41,41,3.4 м,раздельный,,"во двор, на улицу, на солнечную сторону",требует ремонта,,есть,,дизайнерский ремонт,монолитный,2024,4,3,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Пехра,"9 введен в эксплуатацию в апреле 2024 г., сад и bbq только для резидентов корпуса",возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.51149000,55.76449600",https://www.avito.ru/moskva/kvartiry/3-k._kvartira_841_m_4141_et._4611305084
"2-к. квартира, 53,3 м², 8/8 эт.",30900000,"Москва, Смоленский б-р, 1/2",28 апреля 15:54,Trinity,Trinity,7341787757,2,3,38 м²,10 м²,8,8,3 м,совмещенный,балкон,на улицу,евро,,есть,,дизайнерский ремонт,кирпичный,1959,1,,,,Жк Маяковский Воронеж,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.58464900,55.73892100",https://www.avito.ru/moskva/kvartiry/2-k._kvartira_533_m_88_et._7341787757
"Квартира-студия, 23,2 м², 8/14 эт.",15300000,"Москва, Сельскохозяйственная ул., 39",,Пользователь,Пользователь,7373475074,,2,18 м²,,8,14,2.9 м,совмещенный,балкон,"на улицу, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",дизайнерский ремонт,монолитный,2022,1,1,"закрытая территория, детская площадка, спортивная площадка","подземная, наземная многоуровневая, открытая во дворе",Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.62349000,55.85568000",https://www.avito.ru/moskva/kvartiry/kvartira-studiya_232_m_814_et._7373475074
