Название,Цена,Адрес,Дата публикации,Продавец,Тип продавца,ID объявления,Количество комнат,Общая площадь,Жилая площадь,Площадь кухни,Этаж,Этажей в доме,Высота потолков,Санузел,Балкон или лоджия,Окна,Ремонт,Тёплый пол,Мебель,Техника,Отделка,Тип дома,Год постройки,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Название новостройки,"Корпус, строение",Вид сделки,Способ продажи,Тип участия,Срок сдачи,Дополнительно,Геолокация,Ссылка
"4-к. апартаменты, 171 м², 25/34 эт.",214990000,"Москва, Поклонная ул., 9",26 апреля 16:30,Whitewill,Whitewill,7273656846,4,171,102.6 м²,15 м²,25,34,,,,"на улицу, на солнечную сторону",дизайнерский,,,Villеrоy,дизайнерский ремонт,монолитный,,4,,,подземная,Жк Евпатория,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.52532400,55.73433400",https://www.avito.ru/moskva/kvartiry/4-k._apartamenty_171_m_2534_et._7273656846
"4-к. квартира, 114,8 м², 5/9 эт.",55173000,"Москва, Донская ул., 6с2",,АН &quot;HomeLander&quot;,"АН ""HomeLander""",7322150526,4,8,38.5 м²,19.6 м²,5,9,,совмещенный,,во двор,дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",дизайнерский ремонт,кирпичный,1952,2,нет,"закрытая территория, детская площадка, спортивная площадка",подземная,Виктори Парк Резиденс Жк,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.60733200,55.72443400",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1148_m_59_et._7322150526
"5-к. квартира, 386,8 м², 2/18 эт.",144000000,"Москва, ул. Архитектора Власова, 6",25 апреля 13:08,Kalinka Group,Kalinka Group,4589271943,5,8,,46 м²,2,18,,,,,требует ремонта,,есть,,дизайнерский ремонт,кирпичный,,,,,,Жк Легенда,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.55033300,55.67961000",https://www.avito.ru/moskva/kvartiry/5-k._kvartira_3868_m_218_et._4589271943
"5-к. квартира, 265,6 м², 2/8 эт.",450000000,"Москва, Котельническая наб., 21",8 мая 18:08,Бюро Эстейт,Бюро Эстейт,7282144856,5,6,117 м²,39.1 м²,2,8,,совмещенный,,на улицу,требует ремонта,,,,"Пpeдcтавляeм 5-комнaтную видовую квaртиру, oбщeй площaдью 265,6 м², в элитнoм ЖК «Cимфoния набеpeжных» бeз oтдeлки c pоcкoшными видaми на набережную Москвы-реки, Дом музыки и Кремль. Вы сможете создать желаемый интерьер по своему вкусу. Наши надежные партнеры будут рады помочь с ремонтом и меблировкой.",монолитный,2018,2,2,"закрытая территория, детская площадка",подземная,Симфония набережных,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.64480000,55.74381100",https://www.avito.ru/moskva/kvartiry/5-k._kvartira_2656_m_28_et._7282144856
"4-к. квартира, 144 м², 5/9 эт.",95040000,"Москва, Наставнический пер., 3",,GRealty,GRealty,7350265017,4,144,,25 м²,5,9,3 м,совмещенный,,"во двор, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",дизайнерский ремонт,монолитный,2016,1,1,"закрытая территория, детская площадка",подземная,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.66406900,55.75190300",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_144_m_59_et._7350265017
"4-к. квартира, 168 м², 3/8 эт.",54999999,"Москва, Соколово-Мещерская ул., 6/19",,Владис,Владис,7261143897,4,168,115 м²,27 м²,3,8,3.1 м,раздельный,балкон,"во двор, на улицу",дизайнерский,,,,дизайнерский ремонт,панельный,2013,1,1,", на улицу
Ремонт",,Жк Дельвиг,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.38737900,55.89285400",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_168_m_38_et._7261143897
"4-к. квартира, 89,5 м², 26/33 эт.",56418152,"ул. Пресненский Вал, стр. 4.2",7 мая 14:44,Страна Девелопмент. МСК,Страна Девелопмент. МСК,7383994612,4,5,,,26,33,,,,"ми дарят захватывающие виды на Москву..
Отделка
Квартиры сдаются без отделки или в формате Whitе bох. При отделке Whitе bох уже были выполнены все шумные и грязные работы руками наших специалистов",,,,,чистовая,монолитный,,,,от британского бюро,,ЖК «Republic»,Green Корпус 4.2,прямая продажа,,ДДУ по ФЗ 214,Сдача в 4 кв. 2027,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.57089000,55.77296000",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_895_m_2633_et._7383994612
"4-к. квартира, 143,8 м², 29/29 эт.",77796088,"Варшавское ш., д. 37А/1",,Domofond,Domofond,5090212805,4,8,76.1 м²,12.5 м²,29,29,,совмещенный,,"во двор, на улицу",,,,,без отделки,монолитно-кирпичный,,,,", на улицу
Отделка",,ЖК «ROTTERDAM»,Корпус 2.1,прямая продажа,,ДДУ по ФЗ 214,Сдача в 2 кв. 2025,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.62531000,55.68669000",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1438_m_2929_et._5090212805
"5-к. квартира, 347,2 м², 3/3 эт.",130000000,"Москва, Минская ул., 1Гк7",21 апреля 14:43,NF GROUP - ex-Knight Frank Russia,NF GROUP - ex-Knight Frank Russia,4404202259,5,2,,20 м²,3,3,,,балкон,"выходят в тихий зеленый двор.
Высота потолка от 3,5 до 4,5 м.
Есть гараж в периметре дома на 1 автомобиль.",требует ремонта,,,,дизайнерский ремонт,монолитный,2004,,,".
Высота потолка от 3,5 до 4,5 м.
Есть гараж в периметре дома на 1 автомобиль.",,Жк Вереск,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.49849200,55.71120900",https://www.avito.ru/moskva/kvartiry/5-k._kvartira_3472_m_33_et._4404202259
"4-к. квартира, 169 м², 6/8 эт.",206500000,"Москва, Казарменный пер., 3",2 мая 13:59,Бюро Эстейт,Бюро Эстейт,7282457773,4,169,101 м²,19 м²,6,8,3 м,совмещенный,лоджия,на улицу,требует ремонта,,есть,,дизайнерский ремонт,монолитный,2009,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Рублевский Квартал,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.64974100,55.75727300",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_169_m_68_et._7282457773
"4-к. квартира, 115,8 м², 5/5 эт.",72950000,"Москва, Столярный пер., 3к18",2 мая 23:36,YAKIMANKA 24,YAKIMANKA 24,7345405925,4,8,,18 м²,5,5,,совмещенный,,,дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель","Год постройки, расположение, ремонт и",монолитный,2017,1,1,"закрытая территория, детская площадка",подземная,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.56975555,55.76509476",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1158_m_55_et._7345405925
"5-к. квартира, 125 м², 4/8 эт.",119000000,"Москва, Тверская ул., 8к1",2 мая 13:36,BARNES Moscow,BARNES Moscow,4640987945,5,125,,7 м²,4,8,3.2 м,раздельный,балкон,"во двор, на улицу",евро,,есть,кондиционер,дизайнерский ремонт,кирпичный,1941,,,", на улицу
Ремонт","во доре дома.

Свободная продажа.

Участник ассоциации АRЕА.

Номер объекта",Жк Легенда,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.60964000,55.76212000",https://www.avito.ru/moskva/kvartiry/5-k._kvartira_125_m_48_et._4640987945
"4-к. квартира, 111,1 м², 35/46 эт.",40253604,"Москва, Шелепихинская наб., 34к6",,АН &quot;SweetHome&quot;,"АН ""SweetHome""",7258832350,4,1,46 м²,23.6 м²,35,46,,совмещенный,,на улицу,дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина","Квартира расположена в современном жилом комплексе, окруженном ухоженными дворами и благоустроенными территориями. Просторная планировка позволяет организовать пространство по своему вкусу, создавая атмосферу уединения и покоя. Качественный ремонт и использование современных материалов придают жилью особый шик и долговечность.",монолитный,,4,2,закрытая территория,подземная,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.50979200,55.76395400",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1111_m_3546_et._7258832350
"4-к. квартира, 98,4 м², 7/7 эт.",24400000,"Москва, Южнобутовская ул., 99",6 мая 22:47,ИНКОМ-Недвижимость,ИНКОМ-Недвижимость,4668908453,4,4,64.6 м²,11.1 м²,7,7,,"совмещенный, раздельный",лоджия,во двор,евро,,,,дизайнерский ремонт,панельный,1996,1,нет,Ремонт,открытая во дворе,Жк Дельвиг,,возможна ипотека,альтернативная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.52145300,55.53348600",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_984_m_77_et._4668908453
"4-к. квартира, 226 м², 15/57 эт.",145000000,"Москва, Чапаевский пер., 3",7 мая 01:24,PEOPLE - агентство элитной недвижимости,PEOPLE - агентство элитной недвижимости,2626828199,4,226,,25 м²,15,57,3.2 м,совмещенный,,"во двор, на улицу, на солнечную сторону",дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",дизайнерский ремонт,монолитно-кирпичный,2006,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Триумф-Палас,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.52068000,55.79848500",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_226_m_1557_et._2626828199
"6-к. квартира, 266,7 м², 18/19 эт.",253365000,"ул. Нижние Мневники, з/у 12Б",10 мая 06:10,ДОНСТРОЙ,ДОНСТРОЙ,7288171559,6,7,88.4 м²,65.7 м²,18,19,4.2 м,"совмещенный, раздельный",,во двор,,,,,без отделки,монолитный,,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,ЖК «Остров»,5 корпус (Квартал 7),прямая продажа,,ДДУ по ФЗ 214,Сдача в 3 кв. 2028,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.45928000,55.74541000",https://www.avito.ru/moskva/kvartiry/6-k._kvartira_2667_m_1819_et._7288171559
"4-к. квартира, 136,7 м², 26/27 эт.",48000000,"Москва, Староалексеевская ул., 5А",28 апреля 13:30,ЧестнокофЪ,ЧестнокофЪ,7265205413,4,7,,16 м²,26,27,3 м,совмещенный,,"во двор, на улицу",косметический,,,,дизайнерский ремонт,монолитный,2022,2,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Евпатория,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.64529400,55.81147700",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1367_m_2627_et._7265205413
"6-к. квартира, 538,5 м², 29/30 эт.",250000000,"Москва, Ленинский пр-т, 98к1",21 апреля 21:32,Whitewill,Whitewill,4938203413,6,5,257.5 м²,30 м²,29,30,,", винный погреб, техническое помещение, бассейн с выходом на террасу и холл.
Благодаря широкоформатным окнам пространство наполнено естественным светом и теплом, открываются панорамные виды на город и башни",балкон,"во двор, на улицу, на солнечную сторону",дизайнерский,,,,с,монолитно-кирпичный,,3,,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Сердце Ростова,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.51537100,55.66989900",https://www.avito.ru/moskva/kvartiry/6-k._kvartira_5385_m_2930_et._4938203413
"4-к. квартира, 78,7 м², 7/17 эт.",31290000,"Москва, Карамышевская наб., 4к1",,АН &quot;HomeLander&quot;,"АН ""HomeLander""",4763076311,4,7,21.6 м²,15.2 м²,7,17,,совмещенный,,во двор,дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",дизайнерский ремонт,монолитно-кирпичный,2009,1,1,Ремонт,"подземная, открытая во дворе",Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.48421700,55.76991400",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_787_m_717_et._4763076311
"4-к. квартира, 93,1 м², 7/8 эт.",57000000,"Москва, Климентовский пер., 6",25 апреля 13:07,Kalinka Group,Kalinka Group,4556814337,4,1,,14 м²,7,8,3.3 м,,,,требует ремонта,,есть,,дизайнерский ремонт,кирпичный,,2,,,,Виктори Парк Резиденс Жк,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.63013100,55.74119100",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_931_m_78_et._4556814337
"4-к. квартира, 101 м², 11/20 эт.",66660000,"Москва, Хорошёвское ш., 25Ак2",,GRealty,GRealty,7350436500,4,101,,7 м²,11,20,3 м,совмещенный,,"во двор, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",дизайнерский ремонт,монолитный,2020,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.52723800,55.77530700",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_101_m_1120_et._7350436500
"4-к. квартира, 131 м², 6/7 эт.",139900000,"Москва, Никитский б-р, 12",,Владис,Владис,7261381713,4,131,85.8 м²,16 м²,6,7,3.6 м,"совмещенный, раздельный",,"во двор, на улицу",евро,,,,дизайнерский ремонт,кирпичный,1914,1,,", на улицу
Ремонт",открытая во дворе,Виктори Парк Резиденс Жк,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.60054000,55.75552500",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_131_m_67_et._7261381713
"4-к. квартира, 136,9 м², 26/26 эт.",191166625,"ул. Пресненский Вал, корп. 2.1, 2.2, 2.3, вл. 27",7 мая 14:44,Страна Девелопмент. МСК,Страна Девелопмент. МСК,7383385777,4,9,,,26,26,,,,"ми дарят захватывающие виды на Москву..
Отделка
Квартиры сдаются без отделки или в формате Whitе bох. При отделке Whitе bох уже были выполнены все шумные и грязные работы руками наших специалистов",,,,,чистовая,монолитный,,,,от британского бюро,,ЖК «Republic»,Reds Корпус 2.1,прямая продажа,,ДДУ по ФЗ 214,Сдача в 3 кв. 2025,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.57359000,55.77343000",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1369_m_2626_et._7383385777
"4-к. квартира, 214,3 м², 2/6 эт.",259564452,"Москва, Серебряническая наб., 19",5 мая 15:10,NF GROUP - ex-Knight Frank Russia,NF GROUP - ex-Knight Frank Russia,4723659329,4,3,,20 м²,2,6,,Есть,,"с панорамным остеклением выходят на набережную и в тихий зеленый двор.
Высота потолка",требует ремонта,,,,дизайнерский ремонт,монолитный,2012,1,1,".
Высота потолка",есть,Жк Рублевский Квартал,ах комплекса всего 30 квартир. Для резидентов,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.64974100,55.75001800",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_2143_m_26_et._4723659329
"4-к. квартира, 188 м², 10/23 эт.",105000000,"Москва, Гжатская ул., 5к8",2 мая 13:59,Бюро Эстейт,Бюро Эстейт,7282156589,4,188,110 м²,31 м²,10,23,4 м,"совмещенный, раздельный",балкон,"во двор, на улицу",требует ремонта,,,,"4-кoмнaтный пентхаус 188 кв. м. бeз ремонта на 23 этаже в ЖК Lifе-Кутузовский. Дом 2020 г. п. с подземным паркингом, с огороженной и охраняемой территорией и современной системой видеонаблюдения.",монолитный,2020,2,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Рублевский Квартал,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.43423500,55.71397800",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_188_m_1023_et._7282156589
"4-к. квартира, 165 м², 20/41 эт.",166950000,"Москва, Ленинградский пр-т, 37/6",2 мая 23:36,YAKIMANKA 24,YAKIMANKA 24,7345351685,4,165,,34 м²,20,41,,"совмещенный, раздельный",,"во двор, на улицу, на солнечную сторону",дизайнерский,есть,,"кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",дизайнерский ремонт,монолитный,2021,2,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.54221344,55.79417419",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_165_m_2041_et._7345351685
"6-к. квартира, 344,5 м², 5/6 эт.",295000000,"Москва, Поварская ул., 26",4 мая 11:13,BARNES Moscow,BARNES Moscow,4672919811,6,5,,20 м²,5,6,4 м,совмещенный,балкон,"во двор, на улицу",дизайнерский,,,,дизайнерский ремонт,панельный,1914,1,,", на улицу
Ремонт",,Жк Лучи,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.59369500,55.75493700",https://www.avito.ru/moskva/kvartiry/6-k._kvartira_3445_m_56_et._4672919811
"5-к. квартира, 133,5 м², 6/43 эт.",50970600,"Москва, Мосфильмовская ул., 70к2",,АН &quot;SweetHome&quot;,"АН ""SweetHome""",7258479267,5,5,49.4 м²,24.9 м²,6,43,,совмещенный,,во двор,дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина",дизайнерский ремонт,монолитный,2006,2,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.50554300,55.71426200",https://www.avito.ru/moskva/kvartiry/5-k._kvartira_1335_m_643_et._7258479267
"4-к. квартира, 136,6 м², 5/12 эт.",109900000,"Москва, пр-т Генерала Дорохова, 39к1Е",7 мая 01:24,PEOPLE - агентство элитной недвижимости,PEOPLE - агентство элитной недвижимости,3810759722,4,6,,14 м²,5,12,"3,6",совмещенный,,"во двор, на улицу, на солнечную сторону",требует ремонта,,,,дизайнерский ремонт,монолитный,,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Пехра,а предусмотрена собственная детская площадка.,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.49818600,55.71717300",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_1366_m_512_et._3810759722
"6-к. квартира, 151 м², 22/22 эт.",35000000,"Москва, ул. Тихомирова, 19к1",29 апреля 19:17,ИНКОМ-Недвижимость,ИНКОМ-Недвижимость,4476652880,6,151,99.4 м²,10.2 м²,22,22,,"совмещенный, раздельный",лоджия,во двор,косметический,,,,"Год постройки, расположение, ремонт и",панельный,", расположение, ремонт и ещё 12 параметров  
Расположение
Москва, ул. Тихомирова, 19к1
Медведково6",2,1,Ремонт,,Жк Лучи,,возможна ипотека,альтернативная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.65452000,55.88596300",https://www.avito.ru/moskva/kvartiry/6-k._kvartira_151_m_2222_et._4476652880
"4-к. апартаменты, 189 м², 5/5 эт.",186000000,"Москва, Садовническая ул., 29",13 апреля 12:35,ЧестнокофЪ,ЧестнокофЪ,5153397608,4,189,,29 м²,5,5,3 м,совмещенный,,на улицу,косметический,,есть,,"По необходимости поделимся контактами надежных партнеров в направлении ремонта квартир, дизайнеров, а также поможем с квартирным переездом под ключ.",монолитный,2016,1,1,"закрытая территория, детская площадка",подземная,Жк Евпатория,,"ПОКУПКА максимально простая. Квартира без обременений. Быстрый выход на сделку. Свободная продажа. Поможем сделать выгодный трейд-ин, выкупим вашу квартиру. Прямая продажа от собственника. Подойдет под ипотеку, которую мы поможем бесплатно одобрить на выгодных условиях.",свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.63644600,55.74620300",https://www.avito.ru/moskva/kvartiry/4-k._apartamenty_189_m_55_et._5153397608
"5-к. квартира, 100 м², 9/10 эт.",76000000,"Москва, Шмитовский пр., 39с5",22 апреля 19:36,Whitewill,Whitewill,7273153871,5,100,75 м²,15 м²,9,10,,,,"во двор, на улицу",дизайнерский,,ю от европейских производителей,"Аntоniо Luрi, Villеrоy",в,монолитный,,2,,"закрытая территория, детская площадка",подземная,Жк Вереск,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.52411200,55.75400500",https://www.avito.ru/moskva/kvartiry/5-k._kvartira_100_m_910_et._7273153871
"4-к. квартира, 91,7 м², 5/16 эт.",30995000,"Москва, Духовской пер., 14",,АН &quot;HomeLander&quot;,"АН ""HomeLander""",7322833060,4,7,42 м²,13.6 м²,5,16,,совмещенный,,во двор,дизайнерский,,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина","Пpoдaетcя уютнaя кваpтира в Даниловcком pайоне Москвы. Отличная тpaнcпopтнaя доступность, pазвитaя инфpacтpуктуpа paйонa. Совpeмeнный дoм с блaгоуcтpoeнной тeppитopией. Пpоcтоpная планиpoвка, вoзмoжноcть вoплoтить любыe дизaйнeрcкиe peшeния. Качественный ремонт, все коммуникации в исправном состоянии. Панорамные окна с видом на город. Близость к зеленым зонам и паркам. Идеальное сочетание комфорта и удобства. Подходит как для проживания, так и для инвестиций.",панельный,1981,1,1,Ремонт,,Жк Дельвиг,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.61565900,55.70561500",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_917_m_516_et._7322833060
"4-к. квартира, 116 м², 3/6 эт.",92800000,"Москва, Шлюзовая наб., 2А",,GRealty,GRealty,7350738669,4,116,,15 м²,3,6,3 м,совмещенный,,"во двор, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина, водонагреватель",дизайнерский ремонт,монолитный,2017,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,Жк Пехра,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.64401900,55.73095300",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_116_m_36_et._7350738669
"6-к. квартира, 584,1 м², 5/5 эт.",1132056800,"Москва, Молочный пер., 7",25 апреля 13:07,Kalinka Group,Kalinka Group,4460914269,6,1,,70 м²,5,5,,,,,дизайнерский,,есть,,дизайнерский ремонт,кирпичный,,,,,,Жк Покровский Парк,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.60067500,55.73894600",https://www.avito.ru/moskva/kvartiry/6-k._kvartira_5841_m_55_et._4460914269
"4-к. квартира, 92,2 м², 5/14 эт.",20950000,"Москва, Старокачаловская ул., 3к2",,Владис,Владис,4734197268,4,2,56.6 м²,8.4 м²,5,14,,"совмещенный, раздельный",лоджия,на улицу,косметический,,,,"Год постройки, расположение, ремонт и",панельный,1991,1,1,,,Жк Дельвиг,,возможна ипотека,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.58345400,55.56926000",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_922_m_514_et._4734197268
"4-к. квартира, 91,4 м², 11/27 эт.",53624624,"ул. Пресненский Вал, стр. 4.1",7 мая 14:44,Страна Девелопмент. МСК,Страна Девелопмент. МСК,7383240099,4,4,,,11,27,,,,"ми дарят захватывающие виды на Москву..
Отделка
Квартиры сдаются без отделки или в формате Whitе bох. При отделке Whitе bох уже были выполнены все шумные и грязные работы руками наших специалистов",,,,,чистовая,монолитный,,,,от британского бюро,,ЖК «Republic»,Gold Корпус 4.1,прямая продажа,,ДДУ по ФЗ 214,Сдача в 4 кв. 2027,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.57140000,55.77301000",https://www.avito.ru/moskva/kvartiry/4-k._kvartira_914_m_1127_et._7383240099
"6-к. квартира, 376 м², 6/6 эт.",1572050000,"Потаповский переулок, вл. 5 стр. 4",,Domofond,Domofond,4578233251,6,376,196.8 м²,14.4 м²,6,6,,"совмещенный, раздельный",лоджия,"во двор, на улицу",,,,,без отделки,монолитный,,,,", на улицу
Отделка",есть,Исторический дом «Чистые Пруды»,,прямая продажа,,ДДУ по ФЗ 214,Сдача в 1 кв. 2026,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.64149000,55.76177000",https://www.avito.ru/moskva/kvartiry/6-k._kvartira_376_m_66_et._4578233251
"6-к. апартаменты, 185,8 м², 40/73 эт.",104000000,"Москва, Пресненская наб., 8с1",8 мая 18:08,Бюро Эстейт,Бюро Эстейт,7282934001,6,8,90 м²,15 м²,40,73,,"совмещенный, раздельный",,на улицу,дизайнерский,,"кухня, хранение одежды, спальные места",,интерьера,монолитный,2019,3,2,закрытая территория,подземная,Жк Сердце Ростова,,прямая продажа,свободная,,,"20 метров до набережной, остановка речных трамвайчиков напротив подъезда, 5 минут пешком до метро БКЛ Нагатинский затон.","37.53854800,55.74688200",https://www.avito.ru/moskva/kvartiry/6-k._apartamenty_1858_m_4073_et._7282934001
